Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
B9EKE6	1	B9EKE6_MOUSE	unreviewed	Olfactory receptor	Olfr316	Mus musculus (Mouse)	306
A1L1B1	1	A1L1B1_MOUSE	unreviewed	Olfr1337 protein	Olfr1337	Mus musculus (Mouse)	313
Q3U6S8	1	Q3U6S8_MOUSE	unreviewed	Lipoprotein lipase (LPL) (EC 3.1.1.34)	Lpl	Mus musculus (Mouse)	474
Q7TQY2	1	Q7TQY2_MOUSE	unreviewed	Olfactory receptor	Olfr1286 Olfr1285	Mus musculus (Mouse)	305
Q3UGN1	1	Q3UGN1_MOUSE	unreviewed	Guanine nucleotide-binding protein subunit gamma	Gng7	Mus musculus (Mouse)	68
Q8VIB8	1	Q8VIB8_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r85 V1RE9 V1rj3	Mus musculus (Mouse)	308
Q3TX35	1	Q3TX35_MOUSE	unreviewed	Glypican-3	Gpc3	Mus musculus (Mouse)	579
L7N275	1	L7N275_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r169	Mus musculus (Mouse)	304
Q7TR15	1	Q7TR15_MOUSE	unreviewed	Olfactory receptor	Olfr1188	Mus musculus (Mouse)	301
Q8R2C6	1	Q8R2C6_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r21 V1rc28	Mus musculus (Mouse)	297
Q7TR40	1	Q7TR40_MOUSE	unreviewed	Olfactory receptor	Olfr1137	Mus musculus (Mouse)	310
A0A140T8Q2	1	A0A140T8Q2_MOUSE	unreviewed	"Olfactory receptor 364, pseudogene 1"	Olfr364-ps1	Mus musculus (Mouse)	307
Q3SXT9	1	Q3SXT9_MOUSE	unreviewed	Olfactory receptor	Olfr427	Mus musculus (Mouse)	315
Q8VF22	1	Q8VF22_MOUSE	unreviewed	Olfactory receptor	Olfr368	Mus musculus (Mouse)	327
Q8VGJ7	1	Q8VGJ7_MOUSE	unreviewed	Olfactory receptor	Olfr346	Mus musculus (Mouse)	309
Q8R299	1	Q8R299_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r185 V1re12	Mus musculus (Mouse)	319
Q7TS13	1	Q7TS13_MOUSE	unreviewed	Olfactory receptor	Olfr290	Mus musculus (Mouse)	315
Q3KNP5	1	Q3KNP5_MOUSE	unreviewed	Vomeronasal type-1 receptor	V1rd18 V1rd19	Mus musculus (Mouse)	305
A0A0R4J0P0	1	A0A0R4J0P0_MOUSE	unreviewed	Bestrophin	Best2	Mus musculus (Mouse)	508
Q8VG47	1	Q8VG47_MOUSE	unreviewed	Olfactory receptor	Olfr1208	Mus musculus (Mouse)	308
Q8VFJ3	1	Q8VFJ3_MOUSE	unreviewed	Olfactory receptor	Olfr836	Mus musculus (Mouse)	317
Q6DD96	1	Q6DD96_MOUSE	unreviewed	"Protocadherin gamma subfamily A, 7"	Pcdhga7	Mus musculus (Mouse)	935
A2BED8	1	A2BED8_MOUSE	unreviewed	Spermatogenesis-associated multipass transmembrane protein 1 (Spermatogenesis-associated multipass transmembrane protein 1b) (Spermatogenesis-associated multipass transmembrane protein 1c)	Samt1 4921511M17Rik Gm10057 Samt1b Samt1c	Mus musculus (Mouse)	237
E9PVD9	1	E9PVD9_MOUSE	unreviewed	Solute carrier organic anion transporter family member	Slco5a1	Mus musculus (Mouse)	850
Q7TRP5	1	Q7TRP5_MOUSE	unreviewed	Olfactory receptor 664 (Olfactory receptor Olfr664) (Fragment)	Olfr664	Mus musculus (Mouse)	306
Q3UC81	1	Q3UC81_MOUSE	unreviewed	Lipoprotein lipase (LPL) (EC 3.1.1.34)	Lpl	Mus musculus (Mouse)	474
F6W383	1	F6W383_MOUSE	unreviewed	Vezatin (Fragment)	Vezt	Mus musculus (Mouse)	98
Q8VG24	1	Q8VG24_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	316
A0A1D5RMH2	1	A0A1D5RMH2_MOUSE	unreviewed	Potassium channel subfamily K member	Kcnk1	Mus musculus (Mouse)	328
E9Q468	1	E9Q468_MOUSE	unreviewed	Neuropeptide FF receptor 1	Npffr1	Mus musculus (Mouse)	432
A0A0J9YV81	1	A0A0J9YV81_MOUSE	unreviewed	Relaxin receptor 2	Rxfp2	Mus musculus (Mouse)	727
Q3KPA8	1	Q3KPA8_MOUSE	unreviewed	Olfactory receptor 632	Olfr632	Mus musculus (Mouse)	317
Q4FJV3	1	Q4FJV3_MOUSE	unreviewed	Claudin	Cldn1	Mus musculus (Mouse)	211
F6VB59	1	F6VB59_MOUSE	unreviewed	Olfactory receptor	Olfr1348 Olfr5	Mus musculus (Mouse)	318
Q8VFL6	1	Q8VFL6_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	315
A2A813	1	A2A813_MOUSE	unreviewed	Protein deglycase (EC 3.5.1.124) (Maillard deglycase) (Parkinsonism-associated deglycase) (Protein DJ-1) (Protein/nucleic acid deglycase DJ-1)	Park7	Mus musculus (Mouse)	175
A6H6J4	1	A6H6J4_MOUSE	unreviewed	Olfactory receptor	Olfr585	Mus musculus (Mouse)	319
A7E206	1	A7E206_MOUSE	unreviewed	Olfactory receptor	Olfr107	Mus musculus (Mouse)	309
Q8K0V0	1	Q8K0V0_MOUSE	unreviewed	Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor) (Fragment)	Adrb2	Mus musculus (Mouse)	306
F7B7M8	1	F7B7M8_MOUSE	unreviewed	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein) (Fragment)	Nkain4	Mus musculus (Mouse)	144
A0A5F8MP90	1	A0A5F8MP90_MOUSE	unreviewed	Kappa-type opioid receptor	Oprk1	Mus musculus (Mouse)	409
Q4H437	1	Q4H437_MOUSE	unreviewed	Epsilon-sarcoglycan	Sgce	Mus musculus (Mouse)	410
B7ZMU5	1	B7ZMU5_MOUSE	unreviewed	Rxfp2 protein	Rxfp2	Mus musculus (Mouse)	713
G5E8G4	1	G5E8G4_MOUSE	unreviewed	"Vomeronasal 2, receptor 19"	Vmn2r19	Mus musculus (Mouse)	854
Q2M2Q2	1	Q2M2Q2_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr805	Mus musculus (Mouse)	318
D3Z067	1	D3Z067_MOUSE	unreviewed	ADP-ribosylation factor-like protein 6 (Fragment)	Arl6	Mus musculus (Mouse)	194
E9PVD7	1	E9PVD7_MOUSE	unreviewed	Cystic fibrosis transmembrane conductance regulator (EC 5.6.1.6) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (cAMP-dependent chloride channel)	Cftr	Mus musculus (Mouse)	1446
Q8VEY2	1	Q8VEY2_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	317
Q810I9	1	Q810I9_MOUSE	unreviewed	Claudin	Cldn6	Mus musculus (Mouse)	219
A7MD55	1	A7MD55_MOUSE	unreviewed	Grm6 protein (Fragment)	Grm6	Mus musculus (Mouse)	627
A0A2I3BRN0	1	A0A2I3BRN0_MOUSE	unreviewed	Olfactory receptor	Olfr286	Mus musculus (Mouse)	322
S4R2T0	1	S4R2T0_MOUSE	unreviewed	5-hydroxytryptamine receptor 2C	Htr2c	Mus musculus (Mouse)	172
H3BJG3	1	H3BJG3_MOUSE	unreviewed	XK-related protein (Fragment)	Xkr6	Mus musculus (Mouse)	209
Q3SWR9	1	Q3SWR9_MOUSE	unreviewed	Neuropeptide Y receptor type 2 (NPY-Y2 receptor)	Npy2r	Mus musculus (Mouse)	268
Q7TR38	1	Q7TR38_MOUSE	unreviewed	Olfactory receptor	Olfr152	Mus musculus (Mouse)	314
K7N6X7	1	K7N6X7_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r103	Mus musculus (Mouse)	305
Q3TRK9	1	Q3TRK9_MOUSE	unreviewed	Monocarboxylate transporter 1 (Solute carrier family 16 member 1)	Slc16a1	Mus musculus (Mouse)	493
Q3UCZ2	1	Q3UCZ2_MOUSE	unreviewed	Lipoprotein lipase (LPL) (EC 3.1.1.34)	Lpl	Mus musculus (Mouse)	474
Q3UB38	1	Q3UB38_MOUSE	unreviewed	Toll/interleukin-1 receptor domain-containing adapter protein (TIR domain-containing adapter protein)	Tirap	Mus musculus (Mouse)	241
Q3UDG8	1	Q3UDG8_MOUSE	unreviewed	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (Calpain mu-type) (Calpain-1 large subunit) (Micromolar-calpain)	Capn1	Mus musculus (Mouse)	713
A0A087WRM3	1	A0A087WRM3_MOUSE	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	Cacna1c	Mus musculus (Mouse)	2187
Q8VFS9	1	Q8VFS9_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	310
Q496X2	1	Q496X2_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr15	Mus musculus (Mouse)	311
Q8R292	1	Q8R292_MOUSE	unreviewed	Vomeronasal type-1 receptor	V1rg3	Mus musculus (Mouse)	308
Q7TR62	1	Q7TR62_MOUSE	unreviewed	Olfactory receptor	Olfr1089	Mus musculus (Mouse)	311
M0QWW7	1	M0QWW7_MOUSE	unreviewed	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein)	Nkain1	Mus musculus (Mouse)	102
A0A2I3BRV7	1	A0A2I3BRV7_MOUSE	unreviewed	Olfactory receptor	Olfr869	Mus musculus (Mouse)	323
Q2VPD9	1	Q2VPD9_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr91	Mus musculus (Mouse)	310
Q3B875	1	Q3B875_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr521	Mus musculus (Mouse)	320
Q0PD63	1	Q0PD63_MOUSE	unreviewed	Ras-related protein Rab-3	Rab3a Rab3A	Mus musculus (Mouse)	220
A0A1B0GRH8	1	A0A1B0GRH8_MOUSE	unreviewed	Olfactory receptor 53 (Fragment)	Olfr53	Mus musculus (Mouse)	102
A0A140LIE3	1	A0A140LIE3_MOUSE	unreviewed	"Olfactory receptor 573, pseudogene 1"	Olfr573-ps1	Mus musculus (Mouse)	296
E9Q1C1	1	E9Q1C1_MOUSE	unreviewed	"Vomeronasal 2, receptor 118"	Vmn2r118	Mus musculus (Mouse)	853
Q8K4W9	1	Q8K4W9_MOUSE	unreviewed	Chloride channel protein (Fragment)	Clcn3	Mus musculus (Mouse)	817
E9Q175	1	E9Q175_MOUSE	unreviewed	Unconventional myosin-VI (Unconventional myosin-6)	Myo6	Mus musculus (Mouse)	1253
Q8K4H9	1	Q8K4H9_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r235 V1re4 V1rf2	Mus musculus (Mouse)	328
Q80XJ7	1	Q80XJ7_MOUSE	unreviewed	Aldo-keto reductase family 1 member A1 (EC 1.1.1.19) (EC 1.1.1.2) (EC 1.1.1.20) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (Glucuronolactone reductase)	Akr1a1 Akr1a4	Mus musculus (Mouse)	325
D3Z0J2	1	D3Z0J2_MOUSE	unreviewed	Caveolin (Fragment)	Cav1	Mus musculus (Mouse)	47
Q3TYF2	1	Q3TYF2_MOUSE	unreviewed	Protein kinase C and casein kinase substrate in neurons protein 1	Pacsin1	Mus musculus (Mouse)	441
Q8VFY1	1	Q8VFY1_MOUSE	unreviewed	Olfactory receptor MOR125-1		Mus musculus (Mouse)	313
A0A3B2WD86	1	A0A3B2WD86_MOUSE	unreviewed	"Vomeronasal 2, receptor 73"	Vmn2r73	Mus musculus (Mouse)	775
A8E629	1	A8E629_MOUSE	unreviewed	Olfactory receptor	Olfr1417	Mus musculus (Mouse)	315
Q8R2A1	1	Q8R2A1_MOUSE	unreviewed	Vomeronasal type-1 receptor	V1re10	Mus musculus (Mouse)	305
K7N705	1	K7N705_MOUSE	unreviewed	"Vomeronasal 2, receptor 33"	Vmn2r33	Mus musculus (Mouse)	861
Q7TRC5	1	Q7TRC5_MOUSE	unreviewed	Olfactory receptor	Olfr912	Mus musculus (Mouse)	310
Q3UYK0	1	Q3UYK0_MOUSE	unreviewed	Gap junction protein	Gjb6	Mus musculus (Mouse)	261
Q3TA36	1	Q3TA36_MOUSE	unreviewed	L-selectin	Sell	Mus musculus (Mouse)	372
F8VPJ8	1	F8VPJ8_MOUSE	unreviewed	Olfactory receptor	Olfr67	Mus musculus (Mouse)	320
Q05C56	1	Q05C56_MOUSE	unreviewed	Add3 protein (Fragment)	Add3	Mus musculus (Mouse)	688
A0A2I3BR67	1	A0A2I3BR67_MOUSE	unreviewed	Olfactory receptor	Olfr607	Mus musculus (Mouse)	327
A6PWP8	1	A6PWP8_MOUSE	unreviewed	MAP kinase-activating death domain protein	Madd	Mus musculus (Mouse)	1115
G3UYV0	1	G3UYV0_MOUSE	unreviewed	Metabotropic glutamate receptor 7 (Fragment)	Grm7	Mus musculus (Mouse)	74
G5E8Y4	1	G5E8Y4_MOUSE	unreviewed	"Vomeronasal 2, receptor 86"	Vmn2r86	Mus musculus (Mouse)	848
A0A2R8VK70	1	A0A2R8VK70_MOUSE	unreviewed	Leukocyte surface antigen CD47 (Integrin-associated protein)	Cd47	Mus musculus (Mouse)	321
Q9CUA5	1	Q9CUA5_MOUSE	unreviewed	Hyaluronidase (EC 3.2.1.35) (Fragment)	Hyal5	Mus musculus (Mouse)	499
A6H6K0	1	A6H6K0_MOUSE	unreviewed	Olfactory receptor	Olfr1056	Mus musculus (Mouse)	313
E9Q2G7	1	E9Q2G7_MOUSE	unreviewed	"Solute carrier family 2, facilitated glucose transporter member 3 (GLUT-3) (Glucose transporter type 3) (Fragment)"	Slc2a3	Mus musculus (Mouse)	163
W8DLN2	1	W8DLN2_MOUSE	unreviewed	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Urate exporter) (Fragment)	Abcg2	Mus musculus (Mouse)	623
Q8VER4	1	Q8VER4_MOUSE	unreviewed	Olfactory receptor (Fragment)		Mus musculus (Mouse)	309
Q2M2N8	1	Q2M2N8_MOUSE	unreviewed	Gpr6 protein (Fragment)	Gpr6	Mus musculus (Mouse)	359
A0A2I3BPT2	1	A0A2I3BPT2_MOUSE	unreviewed	Glutamate receptor	Grik1	Mus musculus (Mouse)	949
Q8CBU4	1	Q8CBU4_MOUSE	unreviewed	FERM domain-containing protein (Fragment)	Ezr Vil2	Mus musculus (Mouse)	421
Q3UV91	1	Q3UV91_MOUSE	unreviewed	Phosphorylase b kinase regulatory subunit	Phka1	Mus musculus (Mouse)	1182
Q8VGA5	1	Q8VGA5_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	313
A0A2I3BQL0	1	A0A2I3BQL0_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r67	Mus musculus (Mouse)	244
A0A2I3BPK1	1	A0A2I3BPK1_MOUSE	unreviewed	Olfactory receptor	Olfr873	Mus musculus (Mouse)	322
Q8VFL1	1	Q8VFL1_MOUSE	unreviewed	Olfactory receptor MOR196-4		Mus musculus (Mouse)	307
Q3TV27	1	Q3TV27_MOUSE	unreviewed	GABA(C) receptor	Gabrr2	Mus musculus (Mouse)	362
Q8BPS5	1	Q8BPS5_MOUSE	unreviewed	Monocarboxylate transporter 1 (Solute carrier family 16 member 1)	Slc16a1	Mus musculus (Mouse)	349
A0A1D5RLR5	1	A0A1D5RLR5_MOUSE	unreviewed	Olfactory receptor 888	Olfr888	Mus musculus (Mouse)	309
Q6A0C9	1	Q6A0C9_MOUSE	unreviewed	AP-2 complex subunit mu (AP-2 mu chain) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Plasma membrane adaptor AP-2 50 kDa protein) (Fragment)	Ap2m1 mKIAA0109	Mus musculus (Mouse)	436
Q3MI34	1	Q3MI34_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr777	Mus musculus (Mouse)	309
Q6L8N9	1	Q6L8N9_MOUSE	unreviewed	Epsilon-sarcoglycan	Sgce	Mus musculus (Mouse)	427
A2ACH6	1	A2ACH6_MOUSE	unreviewed	Delta-sarcoglycan	Sgcd	Mus musculus (Mouse)	192
A0A126GX07	1	A0A126GX07_MOUSE	unreviewed	Olfactory receptor	Olfr1113	Mus musculus (Mouse)	326
O35189	1	O35189_MOUSE	unreviewed	Putative pheromone receptor	Vmn2r123 V2r1 VR1	Mus musculus (Mouse)	850
Q3MI20	1	Q3MI20_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr368	Mus musculus (Mouse)	328
Q8CD65	1	Q8CD65_MOUSE	unreviewed	Voltage-gated potassium channel subunit beta-1 (K(+) channel subunit beta-1) (Kv-beta-1)	Kcnab1	Mus musculus (Mouse)	347
Q7TR91	1	Q7TR91_MOUSE	unreviewed	Olfactory receptor	Olfr1024	Mus musculus (Mouse)	327
Q8K2R2	1	Q8K2R2_MOUSE	unreviewed	Sodium/potassium-transporting ATPase subunit alpha	Atp1a1	Mus musculus (Mouse)	433
A0A2I3BRL5	1	A0A2I3BRL5_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r16	Mus musculus (Mouse)	286
A0A142J2B7	1	A0A142J2B7_MOUSE	unreviewed	Olfactory receptor 31 (Fragment)	Olfr31	Mus musculus (Mouse)	117
Q8CFT4	1	Q8CFT4_MOUSE	unreviewed	Vmn2r122 protein	Vmn2r122 V2r2 Vmn2r121	Mus musculus (Mouse)	300
Q05D10	1	Q05D10_MOUSE	unreviewed	Solute carrier organic anion transporter family member	Slco2b1	Mus musculus (Mouse)	324
Q8K548	1	Q8K548_MOUSE	unreviewed	Olfactory receptor GA_x5J8B7TWBT8-615-998 (Fragment)		Mus musculus (Mouse)	128
B7ZMU3	1	B7ZMU3_MOUSE	unreviewed	5-hydroxytryptamine (Serotonin) receptor 3A	Htr3a	Mus musculus (Mouse)	483
Q2NLE7	1	Q2NLE7_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr1370	Mus musculus (Mouse)	315
Q8VGA4	1	Q8VGA4_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	308
A0A5F8MPZ9	1	A0A5F8MPZ9_MOUSE	unreviewed	Nociceptin receptor (Kappa-type 3 opioid receptor) (Orphanin FQ receptor)	Oprl1	Mus musculus (Mouse)	396
Q924D6	1	Q924D6_MOUSE	unreviewed	Calcitonin receptor		Mus musculus (Mouse)	495
Q7TRG5	1	Q7TRG5_MOUSE	unreviewed	Olfactory receptor	Olfr837	Mus musculus (Mouse)	312
Q8VF36	1	Q8VF36_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	316
O35364	1	O35364_MOUSE	unreviewed	Calcium-sensing receptor related protein 3 (Fragment)	Casr-rs3	Mus musculus (Mouse)	301
Q9Z1U3	1	Q9Z1U3_MOUSE	unreviewed	Olfactory receptor F12 (Fragment)	Olfr57	Mus musculus (Mouse)	223
Q6W039	1	Q6W039_MOUSE	unreviewed	Olfactory receptor Olfr1124 (Fragment)	Olfr1124	Mus musculus (Mouse)	147
Q9JL29	1	Q9JL29_MOUSE	unreviewed	Glycine receptor alpha 3 subunit (Fragment)	Glra3	Mus musculus (Mouse)	147
A0A0M4U387	1	A0A0M4U387_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr875	Mus musculus (Mouse)	222
Q76N50	1	Q76N50_MOUSE	unreviewed	Prostaglandin E receptor subtype EP2 (Fragment)		Mus musculus (Mouse)	81
S5RY33	1	S5RY33_MOUSE	unreviewed	Adenosine receptor A1	Adora1	Mus musculus (Mouse)	184
O70440	1	O70440_MOUSE	unreviewed	Calcitonin receptor CR-1a (Fragment)	Calcr	Mus musculus (Mouse)	130
Q3TJ23	1	Q3TJ23_MOUSE	unreviewed	Cadherin-5 (Vascular endothelial cadherin)	Cdh5	Mus musculus (Mouse)	784
A0A3B2WCD3	1	A0A3B2WCD3_MOUSE	unreviewed	"Vomeronasal 2, receptor 28"	Vmn2r28	Mus musculus (Mouse)	644
Q7TRC4	1	Q7TRC4_MOUSE	unreviewed	Olfactory receptor	Olfr913	Mus musculus (Mouse)	312
Q8BKZ1	1	Q8BKZ1_MOUSE	unreviewed	ANF_receptor domain-containing protein (Fragment)	Grm7	Mus musculus (Mouse)	381
Q8VGY2	1	Q8VGY2_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	318
Q5DU39	1	Q5DU39_MOUSE	unreviewed	MKIAA0279 protein (Fragment)	Celsr2 mKIAA0279	Mus musculus (Mouse)	1484
D3YUK6	1	D3YUK6_MOUSE	unreviewed	"Vomeronasal 2, receptor27"	Vmn2r27	Mus musculus (Mouse)	857
Q7TRL1	1	Q7TRL1_MOUSE	unreviewed	Olfactory receptor	Olfr93	Mus musculus (Mouse)	312
A0A0G2JFM9	1	A0A0G2JFM9_MOUSE	unreviewed	Formin-binding protein 1-like (Fragment)	Fnbp1l	Mus musculus (Mouse)	451
A0A654IDS7	1	A0A654IDS7_MOUSE	unreviewed	Gap junction protein	Cxno	Mus musculus (Mouse)	451
A0A1B0GRT9	1	A0A1B0GRT9_MOUSE	unreviewed	Olfactory receptor 541 (Fragment)	Olfr541	Mus musculus (Mouse)	128
A0A1Y7VMN0	1	A0A1Y7VMN0_MOUSE	unreviewed	"Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (p164 ROCK-2) (Fragment)"	Rock2	Mus musculus (Mouse)	1444
L7N2A0	1	L7N2A0_MOUSE	unreviewed	"Vomeronasal 2, receptor 15"	Vmn2r15	Mus musculus (Mouse)	855
A0A3Q4EHP3	1	A0A3Q4EHP3_MOUSE	unreviewed	"Vomeronasal 2, receptor 120"	Vmn2r120	Mus musculus (Mouse)	636
Q8VGS4	1	Q8VGS4_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	308
Q8K4Z8	1	Q8K4Z8_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	305
A2AI69	1	A2AI69_MOUSE	unreviewed	cAMP-dependent protein kinase type I-alpha regulatory subunit	Prkar1a	Mus musculus (Mouse)	171
A0A1Y7VIR1	1	A0A1Y7VIR1_MOUSE	unreviewed	Neurotensin receptor type 2 (Fragment)	Ntsr2	Mus musculus (Mouse)	281
A0A2I3BR64	1	A0A2I3BR64_MOUSE	unreviewed	Olfactory receptor	Olfr1123	Mus musculus (Mouse)	321
A0A0U1RPY7	1	A0A0U1RPY7_MOUSE	unreviewed	Olfactory receptor 59 (Fragment)	Olfr59	Mus musculus (Mouse)	182
E9Q564	1	E9Q564_MOUSE	unreviewed	Olfactory receptor	Olfr608	Mus musculus (Mouse)	316
D3YTM5	1	D3YTM5_MOUSE	unreviewed	cAMP-dependent protein kinase type I-beta regulatory subunit (Fragment)	Prkar1b	Mus musculus (Mouse)	234
A0A1L1SUW4	1	A0A1L1SUW4_MOUSE	unreviewed	Olfactory receptor	Olfr1153	Mus musculus (Mouse)	310
Q8BRT2	1	Q8BRT2_MOUSE	unreviewed	Glutamate receptor	Grik1	Mus musculus (Mouse)	934
Q3U3A8	1	Q3U3A8_MOUSE	unreviewed	Calpain-2 catalytic subunit (EC 3.4.22.53) (Calcium-activated neutral proteinase 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain)	Capn2	Mus musculus (Mouse)	700
Q80YZ1	1	Q80YZ1_MOUSE	unreviewed	High mobility group protein B1 (High mobility group protein 1)	bM168F16.1	Mus musculus (Mouse)	208
A0A0U1RQ06	1	A0A0U1RQ06_MOUSE	unreviewed	AP-2 complex subunit sigma (Adaptor protein complex AP-2 subunit sigma) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma2-adaptin)	Ap2s1	Mus musculus (Mouse)	92
Q6AXD8	1	Q6AXD8_MOUSE	unreviewed	Adenosine receptor A1	Adora1	Mus musculus (Mouse)	326
K7N6V1	1	K7N6V1_MOUSE	unreviewed	"Vomeronasal 2, receptor 117"	Vmn2r117	Mus musculus (Mouse)	857
B1AUM8	1	B1AUM8_MOUSE	unreviewed	G-protein-coupled receptor 3 (Fragment)	Gpr3	Mus musculus (Mouse)	96
Q8VGU1	1	Q8VGU1_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	314
B2BH30	1	B2BH30_MOUSE	unreviewed	Metabotropic glutamate receptor subtype 5b	Grm5	Mus musculus (Mouse)	1203
E9PVV8	1	E9PVV8_MOUSE	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	Musk	Mus musculus (Mouse)	893
A0A140LHP7	1	A0A140LHP7_MOUSE	unreviewed	TYRO protein tyrosine kinase-binding protein (DNAX-activation protein 12) (Fragment)	Tyrobp	Mus musculus (Mouse)	141
Q3URW2	1	Q3URW2_MOUSE	unreviewed	Netrin receptor UNC5	Unc5c	Mus musculus (Mouse)	950
C7TQ60	1	C7TQ60_MOUSE	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	Cacna1c	Mus musculus (Mouse)	2153
D3Z013	1	D3Z013_MOUSE	unreviewed	Prestin (Solute carrier family 26 member 5) (Fragment)	Slc26a5	Mus musculus (Mouse)	712
L7N2B7	1	L7N2B7_MOUSE	unreviewed	"Vomeronasal 2, receptor 77"	Vmn2r77	Mus musculus (Mouse)	854
A0A140LJF5	1	A0A140LJF5_MOUSE	unreviewed	Olfactory receptor	Olfr485	Mus musculus (Mouse)	317
J3QMU3	1	J3QMU3_MOUSE	unreviewed	T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain)	Cd247	Mus musculus (Mouse)	189
A0A0R4J194	1	A0A0R4J194_MOUSE	unreviewed	Voltage-dependent L-type calcium channel subunit beta-1 (Calcium channel voltage-dependent subunit beta 1)	Cacnb1	Mus musculus (Mouse)	677
A3KPP7	1	A3KPP7_MOUSE	unreviewed	Olfactory receptor	Olfr1095 Olfr141	Mus musculus (Mouse)	308
Q7TR93	1	Q7TR93_MOUSE	unreviewed	Olfactory receptor	Olfr1016	Mus musculus (Mouse)	309
Q8VGV2	1	Q8VGV2_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	314
A2AQ99	1	A2AQ99_MOUSE	unreviewed	NAD(P)H oxidase (H(2)O(2)-forming) (EC 1.6.3.1)	Duox2	Mus musculus (Mouse)	1517
Q8CBL3	1	Q8CBL3_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Pard6g	Mus musculus (Mouse)	376
Q5SQG5	1	Q5SQG5_MOUSE	unreviewed	Prohibitin (Fragment)	Phb	Mus musculus (Mouse)	207
A0A0G2JE85	1	A0A0G2JE85_MOUSE	unreviewed	Parathyroid hormone/parathyroid hormone-related peptide receptor (Fragment)	Pth1r	Mus musculus (Mouse)	198
E9PXW4	1	E9PXW4_MOUSE	unreviewed	Olfactory receptor	Olfr585	Mus musculus (Mouse)	318
A0A571BDF8	1	A0A571BDF8_MOUSE	unreviewed	Predicted gene 2411	Gm2411	Mus musculus (Mouse)	234
Q4KMN6	1	Q4KMN6_MOUSE	unreviewed	Pcdhgc3 protein	Pcdhgc3	Mus musculus (Mouse)	570
Q7TRV6	1	Q7TRV6_MOUSE	unreviewed	Olfactory receptor	Olfr456	Mus musculus (Mouse)	312
E9Q8T0	1	E9Q8T0_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r7	Mus musculus (Mouse)	311
